"Gene Symbol","Adjusted P-Value","t Statistic","Average Expression","log2 Fold Change"
"Lpgat1","0.164","2.975","0.176","0.204"
"Itm2b","0.164","-2.974","2.618","-0.206"
"Cd37","0.165","2.970","3.114e-02","7.733e-02"
"Klhl12","0.166","2.968","0.130","0.163"
"Jchain","0.168","2.963","2.192e-02","6.267e-02"
"Ash1l","0.168","2.962","0.334","0.228"
"Trim30a","0.169","-2.960","0.127","-0.182"
"Tab1","0.169","-2.959","0.288","-0.217"
"Vamp3","0.169","-2.958","0.291","-0.216"
"Ddx58","0.170","-2.956","0.123","-0.154"
"Mctp2","0.171","2.953","2.748e-02","5.609e-02"
"Itga4","0.175","2.944","1.380e-02","4.585e-02"
"Gsdmd","0.178","-2.937","0.515","-0.334"
"Optn","0.180","-2.933","0.822","-0.341"
"Polr1c","0.180","-2.933","0.331","-0.231"
"Ttyh3","0.181","2.929","3.319e-02","8.213e-02"
"Psmc5","0.182","-2.928","0.375","-0.227"
"Cep95","0.182","2.927","6.589e-02","0.111"
"Pds5b","0.182","2.925","1.925e-02","5.355e-02"
"Cenpb","0.186","2.918","1.071","0.393"
"E2f6","0.186","2.917","4.489e-02","8.935e-02"
"Spp1","0.187","2.915","2.292e-02","6.373e-02"
"Hjurp","0.187","2.914","0.200","0.188"
"Cxcl5","0.187","2.913","4.509e-02","8.478e-02"
"Pck2","0.188","2.911","8.537e-02","0.126"
"Tnfsf13","0.188","2.909","4.485e-02","8.031e-02"
"Atxn10","0.189","-2.908","0.186","-0.171"
"Card19","0.190","-2.905","0.381","-0.224"
"Elmo2","0.190","2.903","4.722e-02","9.689e-02"
"Tmem170b","0.190","2.903","0.116","0.147"
"Stk17b","0.190","2.902","0.258","0.218"
"Sptbn1","0.191","2.900","1.039","0.275"
"H2afz","0.191","2.899","0.269","0.201"
"Zfyve9","0.192","2.896","3.797e-02","8.999e-02"
"Cyp4f15","0.192","2.895","0.160","0.204"
"Irgm2","0.192","-2.895","0.167","-0.164"
"Spout1","0.192","2.894","5.843e-02","0.101"
"Zfp653","0.193","2.892","4.347e-02","8.942e-02"
"Sh3bp2","0.193","2.891","2.156e-02","6.009e-02"
"Hint1","0.193","-2.890","0.330","-0.232"
"Mpi","0.195","2.886","0.581","0.298"
"Apeh","0.196","-2.884","0.418","-0.255"
"Tmem79","0.196","-2.883","0.433","-0.256"
"Mgst2","0.196","2.881","1.700","0.263"
"Ttll10","0.196","2.880","0.624","0.366"
"H6pd","0.196","2.880","0.399","0.234"
"Bcl9","0.196","2.879","6.999e-02","0.114"
"Ccdc28a","0.197","2.877","0.139","0.175"
"Pqlc1","0.198","2.876","1.246","0.341"
"Zc3hav1","0.198","-2.875","0.945","-0.315"
"Nemf","0.198","2.874","0.228","0.189"
"Ralgapa1","0.198","2.872","0.118","0.147"
"Fmn1","0.199","2.870","1.058","0.339"
"Sult4a1","0.199","2.868","1.730e-02","5.749e-02"
"Atp8a1","0.199","-2.868","0.706","-0.348"
"Cdkn2d","0.199","2.868","6.654e-02","0.110"
"Samhd1","0.199","-2.868","0.782","-0.390"
"Cxadr","0.199","2.867","1.123","0.284"
"Ppm1j","0.199","2.867","7.228e-02","0.131"
"Sh3kbp1","0.199","-2.866","0.138","-0.157"
"Cdon","0.199","2.865","0.118","0.141"
"Muc5ac","0.199","-2.864","4.615","-0.494"
"Mitd1","0.199","-2.863","0.185","-0.197"
"Psme1","0.199","-2.862","0.388","-0.234"
"Sf3b1","0.200","2.859","0.620","0.280"
"Mast3","0.200","2.859","0.323","0.246"
"Atad2b","0.200","2.858","0.158","0.170"
"Trp53i13","0.202","2.854","3.151e-02","8.106e-02"
"Cdkn1c","0.203","2.852","7.536e-02","0.110"
"Nt5e","0.203","2.850","1.332","0.326"
"Vdr","0.203","2.848","1.462e-02","4.858e-02"
"Clta","0.203","2.847","1.455","0.335"
"Fubp3","0.203","2.847","0.118","0.157"
"Ap5s1","0.203","2.847","0.119","0.138"
"Kif23","0.203","2.846","2.796e-02","7.188e-02"
"Pdcl","0.203","2.846","6.958e-02","9.999e-02"
"Fam234b","0.203","2.846","2.975e-02","6.616e-02"
"Clu","0.203","2.845","2.093","0.346"
"Nacc1","0.203","-2.845","0.280","-0.216"
"Smpd1","0.203","2.845","0.117","0.130"
"Spcs3","0.203","2.844","0.255","0.205"
"Gpr146","0.203","2.844","5.094e-02","8.467e-02"
