"Gene Symbol","Adjusted P-Value","t Statistic","Average Expression","log2 Fold Change"
"Tdrd5","0.998","0.579","0.816","2.158"
"Axdnd1","0.998","0.926","1.331","2.567"
"Soat1","0.998","-0.270","11.400","-0.208"
"Abl2","0.998","-0.334","6.737","-0.313"
"Tor3a","0.998","0.145","5.445","0.162"
"Fam20b","0.998","-0.841","13.993","-0.636"
"Ralgps2","0.998","0.524","7.147","0.481"
"Rasal2","0.998","-5.824e-02","0.149","-0.291"
"Cryzl2","0.998","0.875","8.443","0.774"
"Sec16b","0.998","0.171","18.985","0.109"
"Brinp2","0.998","0.625","0.573","3.083"
"Tnr","0.998","0.625","0.573","3.083"
"Cacybp","0.998","-0.324","3.533","-0.414"
"Rabgap1l","0.998","0.161","21.327","9.770e-02"
"Gpr52","0.998","-0.274","0.333","-1.341"
"Rc3h1","0.998","0.656","11.700","0.507"
"Serpinc1","0.998","-0.274","0.333","-1.341"
"Zbtb37","0.998","1.020","4.587","1.228"
"Dars2","0.998","-0.962","1.626","-2.084"
"Cenpl","0.998","-8.998e-02","0.184","-0.448"
"Klhl20","0.998","-0.516","2.092","-0.886"
"Prdx6","0.998","-0.746","8.956","-0.641"
"Fasl","0.998","-0.244","0.297","-1.194"
"Suco","0.998","-0.370","7.921","-0.329"
"Pigc","0.998","-0.270","2.870","-0.372"
"Eef1aknmt","0.998","0.767","2.963","1.065"
"Vamp4","0.998","-0.180","3.833","-0.237"
"Prrc2c","0.998","-5.617e-02","14.998","-3.956e-02"
